%Å(56955) IO_TASK: MainBattery Voltage=2.37

I (57545) IO_TASK: AD Voltage=0

I (57545) IO_TASK: MainBattery Voltage=2.37

I (57555) IO_TASK: Temperature=0.0 C

I (57555) IO_TASK: Ignition OFF

I (57565) IO_TASK: Sleep=9582

I (57565) IO_TASK: AD Voltage=0

I (57565) IO_TASK: MainBattery Voltage=2.37

I (57575) IO_TASK: Temperature=0.0 C

I (57575) IO_TASK: Ignition OFF

I (57585) IO_TASK: Sleep=9581

I (57595) BLE_TASK: Running...
I (57595) IO_TASK: AD Voltage=0

I (57595) IO_TASK: MainBattery Voltage=2.37

I (57605) IO_TASK: Temperature=0.0 C

I (57605) IO_TASK: Ignition OFF

I (57605) IO_TASK: Sleep=9580

I (57615) IO_TASK: AD Voltage=0

I (57615) IO_TASK: MainBattery Voltage=2.37

I (57625) IO_TASK: Temperature=0.0 C

I (57625) IO_TASK: Ignition OFF

I (57635) IO_TASK: Sleep=9579

I (57635) IO_TASK: AD Voltage=0

I (57635) IO_TASK: MainBattery Voltage=2.37

I (57645) IO_TASK: Temperature=0.0 C

I (57645) IO_TASK: Ignition OFF

I (57655) IO_TASK: Sleep=9578

I (57655) IO_TASK: AD Voltage=0

I (57665) IO_TASK: MainBattery Voltage=2.37

I (57665) IO_TASK: Temperature=0.0 C

I (57665) IO_TASK: Ignition OFF

I (57675) IO_TASK: Sleep=9577

I (57685) IO_TASK: AD Voltage=0

I (57685) IO_TASK: MainBattery Voltage=2.37

I (57685) IO_TASK: Temperature=0.0 C

I (57695) BLE_TASK: Running...
I (57695) IO_TASK: Ignition OFF

I (57695) IO_TASK: Sleep=9576

I (57705) IO_TASK: AD Voltage=0

I (57705) IO_TASK: MainBattery Voltage=2.37

I (57715) IO_TASK: Temperature=0.0 C

I (57715) IO_TASK: Ignition OFF

I (57725) IO_TASK: Sleep=9575

I (57725) IO_TASK: AD Voltage=0

I (57725) IO_TASK: MainBattery Voltage=2.37

I (57735) IO_TASK: Temperature=0.0 C

I (57735) IO_TASK: Ignition OFF

I (57745) IO_TASK: Sleep=9574

I (57745) IO_TASK: AD Voltage=0

I (57755) IO_TASK: MainBattery Voltage=2.37

I (57755) IO_TASK: Temperature=0.0 C

I (57765) IO_TASK: Ignition OFF

I (57765) IO_TASK: Sleep=9573

I (57775) IO_TASK: AD Voltage=0

I (57775) IO_TASK: MainBattery Voltage=2.37

I (57775) IO_TASK: Temperature=0.0 C

I (57785) IO_TASK: Ignition OFF

I (57785) IO_TASK: Sleep=9572

I (57795) BLE_TASK: Running...
I (57795) IO_TASK: AD Voltage=0

I (57795) IO_TASK: MainBattery Voltage=2.37

I (57805) IO_TASK: Temperature=0.0 C

I (57805) IO_TASK: Ignition OFF

I (57815) IO_TASK: Sleep=9571

I (57815) IO_TASK: AD Voltage=0

I (57815) IO_TASK: MainBattery Voltage=2.37

I (57825) IO_TASK: Temperature=0.0 C

I (57825) IO_TASK: Ignition OFF

I (57835) IO_TASK: Sleep=9570

I (57835) IO_TASK: AD Voltage=0

I (57845) IO_TASK: MainBattery Voltage=2.37

I (57845) IO_TASK: Temperature=0.0 C

I (57855) IO_TASK: Ignition OFF

I (57855) IO_TASK: Sleep=9569

I (57865) IO_TASK: AD Voltage=0

I (57865) IO_TASK: MainBattery Voltage=2.37

I (57865) IO_TASK: Temperature=0.0 C

I (57875) IO_TASK: Ignition OFF

I (57875) IO_TASK: Sleep=9568

I (57885) IO_TASK: AD Voltage=0

I (57885) IO_TASK: MainBattery Voltage=2.37

I (57885) IO_TASK: Temperature=0.0 C

I (57895) BLE_TASK: Running...
I (57895) IO_TASK: Ignition OFF

I (57905) IO_TASK: Sleep=9567

I (57905) IO_TASK: AD Voltage=0

I (57905) IO_TASK: MainBattery Voltage=2.37

I (57915) IO_TASK: Temperature=0.0 C

I (57915) IO_TASK: Ignition OFF

I (57925) IO_TASK: Sleep=9566

I (57925) IO_TASK: AD Voltage=0

I (57935) IO_TASK: MainBattery Voltage=2.37

I (57935) IO_TASK: Temperature=0.0 C

I (57945) IO_TASK: Ignition OFF

I (57945) IO_TASK: Sleep=9565

I (57955) IO_TASK: AD Voltage=0

I (57955) IO_TASK: MainBattery Voltage=2.37

I (57955) IO_TASK: Temperature=0.0 C

I (57965) IO_TASK: Ignition OFF

I (57965) IO_TASK: Sleep=9564

I (57975) IO_TASK: AD Voltage=0

I (57975) IO_TASK: MainBattery Voltage=2.37

I (57975) IO_TASK: Temperature=0.0 C

I (57985) IO_TASK: Ignition OFF

I (57985) IO_TASK: Sleep=9563

I (57995) BLE_TASK: Running...
I (57995) IO_TASK: AD Voltage=0

I (57995) IO_TASK: MainBattery Voltage=2.37

I (58005) IO_TASK: Temperature=0.0 C

I (58005) IO_TASK: Ignition OFF

I (58015) IO_TASK: Sleep=9562

I (58015) IO_TASK: AD Voltage=0

I (58025) IO_TASK: MainBattery Voltage=2.37

I (58025) IO_TASK: Temperature=0.0 C

I (58035) IO_TASK: Ignition OFF

I (58035) IO_TASK: Sleep=9561

I (58045) IO_TASK: AD Voltage=0

I (58045) IO_TASK: MainBattery Voltage=2.37

I (58045) IO_TASK: Temperature=0.0 C

I (58055) IO_TASK: Ignition OFF

I (58055) IO_TASK: Sleep=9560

I (58065) IO_TASK: AD Voltage=0

I (58065) IO_TASK: MainBattery Voltage=2.37

I (58065) IO_TASK: Temperature=0.0 C

I (58075) IO_TASK: Ignition OFF

I (58075) IO_TASK: Sleep=9559

I (58085) IO_TASK: AD Voltage=0

I (58085) IO_TASK: MainBattery Voltage=2.37

I (58095) BLE_TASK: Running...
I (58095) IO_TASK: Temperature=0.0 C

I (58095) IO_TASK: Ignition OFF

I (58105) IO_TASK: Sleep=9558

I (58105) IO_TASK: AD Voltage=0

I (58115) IO_TASK: MainBattery Voltage=2.37

I (58115) IO_TASK: Temperature=0.0 C

I (58125) IO_TASK: Ignition OFF

I (58125) IO_TASK: Sleep=9557

I (58135) IO_TASK: AD Voltage=0

I (58135) IO_TASK: MainBattery Voltage=2.37

I (58135) IO_TASK: Temperature=0.0 C

I (58145) IO_TASK: Ignition OFF

I (58145) IO_TASK: Sleep=9556

I (58155) IO_TASK: AD Voltage=0

I (58155) IO_TASK: MainBattery Voltage=2.37

I (58155) IO_TASK: Temperature=0.0 C

I (58165) IO_TASK: Ignition OFF

I (58165) IO_TASK: Sleep=9555

I (58175) IO_TASK: AD Voltage=0

I (58175) IO_TASK: MainBattery Voltage=2.37

I (58185) IO_TASK: Temperature=0.0 C

I (58185) IO_TASK: Ignition OFF

I (58185) IO_TASK: Sleep=9554

I (58195) BLE_TASK: Running...
I (58195) IO_TASK: AD Voltage=0

I (58205) IO_TASK: MainBattery Voltage=2.37

I (58205) IO_TASK: Temperature=0.0 C

I (58215) IO_TASK: Ignition OFF

I (58215) IO_TASK: Sleep=9553

I (58225) IO_TASK: AD Voltage=0

I (58225) IO_TASK: MainBattery Voltage=2.37

I (58225) IO_TASK: Temperature=0.0 C

I (58235) IO_TASK: Ignition OFF

I (58235) IO_TASK: Sleep=9552

I (58245) IO_TASK: AD Voltage=0

I (58245) IO_TASK: MainBattery Voltage=2.37

I (58245) IO_TASK: Temperature=0.0 C

I (58255) IO_TASK: Ignition OFF

I (58255) IO_TASK: Sleep=9551

I (58265) IO_TASK: AD Voltage=0

I (58265) IO_TASK: MainBattery Voltage=2.37

I (58275) IO_TASK: Temperature=0.0 C

I (58275) IO_TASK: Ignition OFF

I (58275) IO_TASK: Sleep=9550

I (58285) IO_TASK: AD Voltage=0

I (58285) IO_TASK: MainBattery Voltage=2.37

I (58295) BLE_TASK: Running...
I (58295) IO_TASK: Temperature=0.0 C

I (58305) IO_TASK: Ignition OFF

I (58305) IO_TASK: Sleep=9549

I (58315) IO_TASK: AD Voltage=0

I (58315) IO_TASK: MainBattery Voltage=2.37

I (58315) IO_TASK: Temperature=0.0 C

I (58325) IO_TASK: Ignition OFF

I (58325) IO_TASK: Sleep=9548

I (58335) IO_TASK: AD Voltage=0

I (58335) IO_TASK: MainBattery Voltage=2.37

I (58335) IO_TASK: Temperature=0.0 C

I (58345) IO_TASK: Ignition OFF

I (58345) IO_TASK: Sleep=9547

I (58355) IO_TASK: AD Voltage=0

I (58355) IO_TASK: MainBattery Voltage=2.37

I (58365) IO_TASK: Temperature=0.0 C

I (58365) IO_TASK: Ignition OFF

I (58365) IO_TASK: Sleep=9546

I (58375) IO_TASK: AD Voltage=0

I (58375) IO_TASK: MainBattery Voltage=2.37

I (58385) IO_TASK: Temperature=0.0 C

I (58385) IO_TASK: Ignition OFF

I (58395) BLE_TASK: Running...
I (58395) IO_TASK: Sleep=9545

I (58405) IO_TASK: AD Voltage=0

I (58405) IO_TASK: MainBattery Voltage=2.37

I (58405) IO_TASK: Temperature=0.0 C

I (58415) IO_TASK: Ignition OFF

I (58415) IO_TASK: Sleep=9544

I (58425) IO_TASK: AD Voltage=0

I (58425) IO_TASK: MainBattery Voltage=2.37

I (58435) IO_TASK: Temperature=0.0 C

I (58435) IO_TASK: Ignition OFF

I (58435) IO_TASK: Sleep=9543

I (58445) IO_TASK: AD Voltage=0

I (58445) IO_TASK: MainBattery Voltage=2.37

I (58455) IO_TASK: Temperature=0.0 C

I (58455) IO_TASK: Ignition OFF

I (58465) IO_TASK: Sleep=9542

I (58465) IO_TASK: AD Voltage=0

I (58465) IO_TASK: MainBattery Voltage=2.37

I (58475) IO_TASK: Temperature=0.0 C

I (58475) IO_TASK: Ignition OFF

I (58485) IO_TASK: Sleep=9541

I (58485) IO_TASK: AD Voltage=0

I (58485) IO_TASK: MainBattery Voltage=2.37

I (58495) BLE_TASK: Running...
I (58495) IO_TASK: Temperature=0.0 C

I (58505) IO_TASK: Ignition OFF

I (58505) IO_TASK: Sleep=9540

I (58515) GPS_TASK: <<<<NOT FIXING>>>>

I (58515) IO_TASK: AD Voltage=0

I (58515) IO_TASK: MainBattery Voltage=2.37

I (58525) IO_TASK: Temperature=0.0 C

I (58525) IO_TASK: Ignition OFF

I (58535) IO_TASK: Sleep=9539

I (58545) IO_TASK: AD Voltage=0

I (58545) IO_TASK: MainBattery Voltage=2.37

I (58545) IO_TASK: Temperature=0.0 C

I (58555) IO_TASK: Ignition OFF

I (58555) IO_TASK: Sleep=9538

I (58565) IO_TASK: AD Voltage=0

I (58565) IO_TASK: MainBattery Voltage=2.37

I (58565) IO_TASK: Temperature=0.0 C

I (58575) IO_TASK: Ignition OFF

I (58575) IO_TASK: Sleep=9537

I (58585) IO_TASK: AD Voltage=0

I (58585) IO_TASK: MainBattery Voltage=2.37

I (58585) IO_TASK: Temperature=0.0 C

I (58595) BLE_TASK: Running...
I (58595) IO_TASK: Ignition OFF

I (58605) IO_TASK: Sleep=9536

I (58605) IO_TASK: AD Voltage=0

I (58605) IO_TASK: MainBattery Voltage=2.37

I (58615) IO_TASK: Temperature=0.0 C

I (58615) IO_TASK: Ignition OFF

I (58625) IO_TASK: Sleep=9535

I (58635) IO_TASK: AD Voltage=0

I (58635) IO_TASK: MainBattery Voltage=2.37

I (58635) IO_TASK: Temperature=0.0 C

I (58645) IO_TASK: Ignition OFF

I (58645) IO_TASK: Sleep=9534

I (58655) IO_TASK: AD Voltage=0

I (58655) IO_TASK: MainBattery Voltage=2.37

I (58655) IO_TASK: Temperature=0.0 C

I (58665) IO_TASK: Ignition OFF

I (58665) IO_TASK: Sleep=9533

I (58675) IO_TASK: AD Voltage=0

I (58675) IO_TASK: MainBattery Voltage=2.37

I (58675) IO_TASK: Temperature=0.0 C

I (58685) IO_TASK: Ignition OFF

I (58685) IO_TASK: Sleep=9532

I (58695) BLE_TASK: Running...
I (58695) IO_TASK: AD Voltage=0

I (58705) IO_TASK: MainBattery Voltage=2.37

I (58705) IO_TASK: Temperature=0.0 C

I (58705) IO_TASK: Ignition OFF

I (58715) IO_TASK: Sleep=9531

I (58725) IO_TASK: AD Voltage=0

I (58725) IO_TASK: MainBattery Voltage=2.37

I (58725) IO_TASK: Temperature=0.0 C

I (58735) IO_TASK: Ignition OFF

I (58735) IO_TASK: Sleep=9530

I (58745) IO_TASK: AD Voltage=0

I (58745) IO_TASK: MainBattery Voltage=2.37

I (58745) IO_TASK: Temperature=0.0 C

I (58755) IO_TASK: Ignition OFF

I (58755) IO_TASK: Sleep=9529

I (58765) IO_TASK: AD Voltage=0

I (58765) IO_TASK: MainBattery Voltage=2.37

I (58775) IO_TASK: Temperature=0.0 C

I (58775) IO_TASK: Ignition OFF

I (58775) IO_TASK: Sleep=9528

I (58785) IO_TASK: AD Voltage=0

I (58785) IO_TASK: MainBattery Voltage=2.37

I (58795) BLE_TASK: Running...
I (58795) IO_TASK: Temperature=0.0 C

I (58805) IO_TASK: Ignition OFF

I (58805) IO_TASK: Sleep=9527

I (58815) IO_TASK: AD Voltage=0

I (58815) IO_TASK: MainBattery Voltage=2.37

I (58815) IO_TASK: Temperature=0.0 C

I (58825) IO_TASK: Ignition OFF

I (58825) IO_TASK: Sleep=9526

I (58835) IO_TASK: AD Voltage=0

I (58835) IO_TASK: MainBattery Voltage=2.37

I (58835) IO_TASK: Temperature=0.0 C

I (58845) IO_TASK: Ignition OFF

I (58845) IO_TASK: Sleep=9525

I (58855) IO_TASK: AD Voltage=0

I (58855) IO_TASK: MainBattery Voltage=2.37

I (58865) IO_TASK: Temperature=0.0 C

I (58865) IO_TASK: Ignition OFF

I (58865) IO_TASK: Sleep=9524

I (58875) IO_TASK: AD Voltage=0

I (58875) IO_TASK: MainBattery Voltage=2.37

I (58885) IO_TASK: Temperature=0.0 C

I (58885) IO_TASK: Ignition OFF

I (58895) BLE_TASK: Running...
I (58895) IO_TASK: Sleep=9523

I (58905) IO_TASK: AD Voltage=0

I (58905) IO_TASK: MainBattery Voltage=2.37

I (58905) IO_TASK: Temperature=0.0 C

I (58915) IO_TASK: Ignition OFF

I (58915) IO_TASK: Sleep=9522

I (58925) IO_TASK: AD Voltage=0

I (58925) IO_TASK: MainBattery Voltage=2.37

I (58925) IO_TASK: Temperature=0.0 C

I (58935) IO_TASK: Ignition OFF

I (58935) IO_TASK: Sleep=9521

I (58945) IO_TASK: AD Voltage=0

I (58945) IO_TASK: MainBattery Voltage=2.37

I (58955) IO_TASK: Temperature=0.0 C

I (58955) IO_TASK: Ignition OFF

I (58955) IO_TASK: Sleep=9520

I (58965) IO_TASK: AD Voltage=0

I (58965) IO_TASK: MainBattery Voltage=2.37

I (58975) IO_TASK: Temperature=0.0 C

I (58975) IO_TASK: Ignition OFF

I (58985) IO_TASK: Sleep=9519

I (58985) IO_TASK: AD Voltage=0

I (58985) IO_TASK: MainBattery Voltage=2.37

I (58995) BLE_TASK: Running...
I (58995) IO_TASK: Temperature=0.0 C

I (59005) IO_TASK: Ignition OFF

I (59005) IO_TASK: Sleep=9518

I (59015) IO_TASK: AD Voltage=0

I (59015) IO_TASK: MainBattery Voltage=2.37

I (59015) IO_TASK: Temperature=0.0 C

I (59025) IO_TASK: Ignition OFF

I (59025) IO_TASK: Sleep=9517

I (59035) IO_TASK: AD Voltage=0

I (59035) IO_TASK: MainBattery Voltage=2.37

I (59045) IO_TASK: Temperature=0.0 C

I (59045) IO_TASK: Ignition OFF

I (59045) IO_TASK: Sleep=9516

I (59055) IO_TASK: AD Voltage=0

I (59055) IO_TASK: MainBattery Voltage=2.37

I (59065) IO_TASK: Temperature=0.0 C

I (59065) IO_TASK: Ignition OFF

I (59075) IO_TASK: Sleep=9515

I (59075) IO_TASK: AD Voltage=0

I (59075) IO_TASK: MainBattery Voltage=2.37

I (59085) IO_TASK: Temperature=0.0 C

I (59085) IO_TASK: Ignition OFF

I (59095) BLE_TASK: Running...
I (59095) IO_TASK: Sleep=9514

I (59105) IO_TASK: AD Voltage=0

I (59105) IO_TASK: MainBattery Voltage=2.37

I (59105) IO_TASK: Temperature=0.0 C

I (59115) IO_TASK: Ignition OFF

I (59115) IO_TASK: Sleep=9513

I (59125) IO_TASK: AD Voltage=0

I (59125) IO_TASK: MainBattery Voltage=2.37

I (59135) IO_TASK: Temperature=0.0 C

I (59135) IO_TASK: Ignition OFF

I (59135) IO_TASK: Sleep=9512

I (59145) IO_TASK: AD Voltage=0

I (59145) IO_TASK: MainBattery Voltage=2.37

I (59155) IO_TASK: Temperature=0.0 C

I (59155) IO_TASK: Ignition OFF

I (59165) IO_TASK: Sleep=9511

I (59165) IO_TASK: AD Voltage=0

I (59165) IO_TASK: MainBattery Voltage=2.37

I (59175) IO_TASK: Temperature=0.0 C

I (59175) IO_TASK: Ignition OFF

I (59185) IO_TASK: Sleep=9510

I (59185) IO_TASK: AD Voltage=0

I (59195) BLE_TASK: Running...
I (59195) IO_TASK: MainBattery Voltage=2.37

I (59195) IO_TASK: Temperature=0.0 C

I (59205) IO_TASK: Ignition OFF

I (59205) IO_TASK: Sleep=9509

I (59215) IO_TASK: AD Voltage=0

I (59215) IO_TASK: MainBattery Voltage=2.37

I (59225) IO_TASK: Temperature=0.0 C

I (59225) IO_TASK: Ignition OFF

I (59225) IO_TASK: Sleep=9508

I (59235) IO_TASK: AD Voltage=0

I (59235) IO_TASK: MainBattery Voltage=2.37

I (59245) IO_TASK: Temperature=0.0 C

I (59245) IO_TASK: Ignition OFF

I (59255) IO_TASK: Sleep=9507

I (59255) IO_TASK: AD Voltage=0

I (59255) IO_TASK: MainBattery Voltage=2.37

I (59265) IO_TASK: Temperature=0.0 C

I (59265) IO_TASK: Ignition OFF

I (59275) IO_TASK: Sleep=9506

I (59275) IO_TASK: AD Voltage=0

I (59285) IO_TASK: MainBattery Voltage=2.37

I (59285) IO_TASK: Temperature=0.0 C

I (59295) BLE_TASK: Running...
I (59295) IO_TASK: Ignition OFF

I (59295) IO_TASK: Sleep=9505

I (59305) IO_TASK: AD Voltage=0

I (59305) IO_TASK: MainBattery Voltage=2.37

I (59315) IO_TASK: Temperature=0.0 C

I (59315) IO_TASK: Ignition OFF

I (59315) IO_TASK: Sleep=9504

I (59325) IO_TASK: AD Voltage=0

I (59325) IO_TASK: MainBattery Voltage=2.37

I (59335) IO_TASK: Temperature=0.0 C

I (59335) IO_TASK: Ignition OFF

I (59345) IO_TASK: Sleep=9503

I (59345) IO_TASK: AD Voltage=0

I (59345) IO_TASK: MainBattery Voltage=2.37

I (59355) IO_TASK: Temperature=0.0 C

I (59355) IO_TASK: Ignition OFF

I (59365) IO_TASK: Sleep=9502

I (59365) IO_TASK: AD Voltage=0

I (59375) IO_TASK: MainBattery Voltage=2.37

I (59375) IO_TASK: Temperature=0.0 C

I (59385) IO_TASK: Ignition OFF

I (59385) IO_TASK: Sleep=9501

I (59395) BLE_TASK: Running...
I (59395) IO_TASK: AD Voltage=0

I (59395) IO_TASK: MainBattery Voltage=2.37

I (59405) IO_TASK: Temperature=0.0 C

I (59405) IO_TASK: Ignition OFF

I (59405) IO_TASK: Sleep=9500

I (59415) IO_TASK: AD Voltage=0

I (59415) IO_TASK: MainBattery Voltage=2.37

I (59425) IO_TASK: Temperature=0.0 C

I (59425) IO_TASK: Ignition OFF

I (59435) IO_TASK: Sleep=9499

I (59435) IO_TASK: AD Voltage=0

I (59435) IO_TASK: MainBattery Voltage=2.37

I (59445) IO_TASK: Temperature=0.0 C

I (59445) IO_TASK: Ignition OFF

I (59455) IO_TASK: Sleep=9498

I (59455) IO_TASK: AD Voltage=0

I (59465) IO_TASK: MainBattery Voltage=2.37

I (59465) IO_TASK: Temperature=0.0 C

I (59475) IO_TASK: Ignition OFF

I (59475) IO_TASK: Sleep=9497

I (59485) IO_TASK: AD Voltage=0

I (59485) IO_TASK: MainBattery Voltage=2.37

I (59485) IO_TASK: Temperature=0.0 C

I (59495) BLE_TASK: Running...
I (59495) IO_TASK: Ignition OFF

I (59505) IO_TASK: Sleep=9496

I (59505) IO_TASK: AD Voltage=0

I (59505) IO_TASK: MainBattery Voltage=2.37

I (59515) GPS_TASK: <<<<NOT FIXING>>>>

I (59515) IO_TASK: Temperature=0.0 C

I (59525) IO_TASK: Ignition OFF

I (59525) IO_TASK: Sleep=9495

I (59535) IO_TASK: AD Voltage=0

I (59535) IO_TASK: MainBattery Voltage=2.37

I (59535) IO_TASK: Temperature=0.0 C

I (59545) IO_TASK: Ignition OFF

I (59545) IO_TASK: Sleep=9494

I (59555) IO_TASK: AD Voltage=0

I (59555) IO_TASK: MainBattery Voltage=2.37

I (59565) IO_TASK: Temperature=0.0 C

I (59565) IO_TASK: Ignition OFF

I (59565) IO_TASK: Sleep=9493

I (59575) IO_TASK: AD Voltage=0

I (59575) IO_TASK: MainBattery Voltage=2.37

